file_name,caption
1141643526.jpg,"A group of people gather in a bar, and one man in a black shirt holds his arm and signals to the camera."
1141644104.jpg,A woman in a white and tan striped dress sits in the lap of a man with a tan collared shirt.
114164952.jpg,Two children move along a gravel path surrounded by trees.
1141718391.jpg,A man and a woman crossing a suspension bridge in a tropical setting.
1141739219.jpg,A very colorful bus is pulled off to the side of the road as its passengers load.
1142283988.jpg,"Blond embracing young man in pink costume, at event"
1142847777.jpg,A woman wearing a blue helmet rides her bicycle in a parking lot.
1142916102.jpg,A young girl in a sundress and sandals looking at her reflection in a puddle.
1143373711.jpg,A man in blue and white biking gear rides down a busy street.
114368470.jpg,A young girl and an older man are checking out at the food store.
1143815134.jpg,"A man and a woman, both wearing hiking gear, are standing on the edge of a large canyon."
1143882946.jpg,A woman in a blue vest and a sky blue helmet stands with her bicycle in traffic.
114410209.jpg,"A boy standing in front of a red box car, is taking a photo."
1144288288.jpg,A woman wearing a white hat and shirt is jogging down a street with a plant store on the corner.
114474325.jpg,People wearing costumes standing in front of a large tree.
1144865997.jpg,Many people in blue jeans stand in front of a white church.
1144874057.jpg,Six people are standing in a concrete block building with a piece of plastic and a green basket on the floor.
1144885633.jpg,Three men are looking at a sign on a cross in a canyon.
1144946743.jpg,A young girl with glasses is kneeling on a stone ledge in front of a mud-filled bucket.
1145145003.jpg,A person wearing red pants hides their head under a black jacket in front of a desk with many computers.
1145718750.jpg,A young boy dusts and cleans bronze statues at his summer job.
1145722716.jpg,Two younger boys are standing in front of an older man in front of a large wooden cross.
1145730606.jpg,A woman sits on someone's shoulders while using a wire brush on a door frame.
1145755142.jpg,Group setting up a wooden cross near a large boulder.
1145770960.jpg,"A child and a man sit on the ground together, ready to use paintbrushes and a bucket."
1145781754.jpg,Four men with baseball caps and logo t-shirts laughing together at a table.
1145810912.jpg,A boy in a red and blue shirt painting a log.
1146490295.jpg,A man in a white shirt is talking with two men and two women sitting on a bench.
1146938063.jpg,"Two men talk while the one on the right holds in his left arm, and the one on the right holds a notebook behind him, they are in a field."
114715590.jpg,"Young male wearing a hoodie, is performing stunts on his skateboard."
114722877.jpg,"A man wearing a blue shirt, standing on the railroad is taking picture of the bridge."
1147391743.jpg,Several African women sit in front of a hut.
1148095714.jpg,A young african boy kicking a ball.
1148238960.jpg,Bicyclists are standing at an intersection.
1148889628.jpg,A construction worker in jeans is standing on a scaffold holding on to a metal frame with a city backdrop.
1149097018.jpg,An infant in a green outfit is expressing emotion.
1149179852.jpg,A shirtless man escorts a horse pulling a carriage along a paved road.
1149286224.jpg,A shirtless man leaning off scaffolding surrounded by hanging yellow fabric.
114939325.jpg,A girl wearing flip-flop sandals swinging on a swing set in a park underneath fluffy white clouds.
114941694.jpg,Young man in an orange hoodie skateboarding.
114949897.jpg,A man holds a net while a boys bats a ball into it.
114954667.jpg,A man grills shish kabob on a small grill.
115018808.jpg,A man wearing black clothes runs next to a woman on a bicycle.
1150429218.jpg,"An male entertainer is wearing women's clothing that consists of a pink tank top, skirt, knee high socks, and a hairnet, performing on a unicycle a juggling knives while a crowd watches."
115125072.jpg,Group of Doctors wearing green outfit perform a surgery.
1151321278.jpg,A young boy in swimming trunks holds a blue pail and a bright green shovel on a sandy beach.
1151466868.jpg,A small girl spins in the waves in the bright sun.
1152274630.jpg,Three men pose sitting in the shade on a hillside next to a backpack.
115275671.jpg,A man in a blue jacket and gray paints gardening in front of buildings.
115275691.jpg,A man in a blue jacket is holding a rake.
115275821.jpg,A black and white dog standing near a man.
11533606.jpg,"A male mannequin dressed as a train conductor, standing on a black train car."
11536856.jpg,Four middle-aged people are preparing a meal in a kitchen.
1153704539.jpg,A young girl wearing a blue shirt marching in a band playing a trumpet
1153857697.jpg,A man in tan shorts talking to a young girl in a red shirt.
1154080132.jpg,Two young boys in black are fishing as a young blue in blue watches.
115452730.jpg,A woman with a small child in her lap reading a picture book.
1154930578.jpg,Two young girls are sitting at a table drinking and eating.
11551286.jpg,A little toddler boy is crying while walking.
1155138244.jpg,An Asian girl in a green hat and apron is serving drinks on a tray.
115684808.jpg,Three people are standing in the snow preparing an ice fishing boat.
1157215900.jpg,A woman in a hat is either selling or buying bread that is stacked in two different woven baskets.
115767961.jpg,A pilot in his uniform carrying luggage on his way to work.
1157855775.jpg,People walking along a river near a beautiful homestead.
1158255688.jpg,A female swimmer swimming underwater with a nose clip and cap on her head.
1158505981.jpg,"An older bearded gentleman in glasses is reading a book in front of an open laptop, possibly in a classroom."
1158897994.jpg,A man in a baseball tee-shirt is sweeping what appears to be an empty pond in a festive looking backyard.
115903799.jpg,A barefoot young girl in a pink gown is asleep on a hard wood floor cuddling her baby doll.
1159381599.jpg,Person in a brown sweatshirt does a flip in midair over a trampoline with a river and electrical lines in the background.
1159425410.jpg,"A brown dog is in a blue tub, while one person holds his leash and another is soaping him."
1159574340.jpg,A child jumps into the water with his sneakers on.
116002648.jpg,A child wearing a gray hat and black jacket while sleeping on a red coat.
1160034462.jpg,An old man in a straw hat sits on a park bench.
1160128934.jpg,"Three children sit on the grass, one laying down, one in overalls smiling and one in green looking through a tote bag."
116021030.jpg,A black man operates an orange crane.
1160441615.jpg,Three girls walking along an arched garden pathway.
1160841776.jpg,Numerous people gathered at a beach.
11610969.jpg,"A woman in a blue shirt with a blue bag passes by a large yard sale with colorful clothes, adults and children within."
1161159603.jpg,"ON a shantytown lined river, a man in a red shirt paddles a boat while standing."
1162606352.jpg,An Asian woman and an African American woman are displaying their culinary dishes.
1163282319.jpg,A little girl in a red hat and yellow flip-flops sits on a rock.
1163297375.jpg,A blond girl in plaid shorts is driving a bearded man around the city in a bicycle taxi.
116337803.jpg,A young woman is stirring something in a pot while a young boy wearing a flowered apron stands by her.
1163438830.jpg,"A woman carried a cake ito the room with three candles as another woman holding a flute glass of wine, holds up her hand."
116382784.jpg,The woman with the hat is selling some fruits and root crops.
116409198.jpg,A mountaineer sits in the snow in front of a yellow tent under clear blue sky.
1164131282.jpg,A gray dog beside a black and white dog running in green grass.
116450583.jpg,A man in a safety vest is kneeling down and working on a train.
116457850.jpg,Four road workers planting a tree.
1164765687.jpg,A man in a red shirt and glasses is bending down towards a small dog on a blanket with several stuffed animals.
116482438.jpg,An elderly woman sits in a chair with a book and smiles at the pretty flowers in her room.
1165334998.jpg,"At a martial arts demonstration, a few men in white uniforms stand atop one another, doing stunts."
116569042.jpg,A man in a white hat stands on top of a truck.
116569046.jpg,Two men on a construction site with a one way sign in the foreground
116626604.jpg,A happy young boy sits in a chair with a large Elmo doll.
116664780.jpg,A boy is combing a baby's hair with a brush.
1167144956.jpg,A young man demonstrating his prowess in the martial arts for his girlfriend as she sits on a concrete wall that is part of a general seating area.
